,stock_name,title,publish_day,analyst,rating,rating_change,file_name
11,商船三井（9104）,商船三井：2Q決算は上振れも、下期の不透明感払拭には力不足か(10月5日)／商船三井(9104),2010/10/5,板?ｱ王亮/星川織乃,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013363700.pdf
12,日本郵船（9101）,日本郵船：NCAの事業環境改善に期待(10月7日)／郵船(9101),2010/10/7,板?ｱ王亮/星川織乃,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013364400.pdf
13,ＩＴＣネットワーク（9422）,ＩＴＣネットワーク：足もとの減益が尾を引くが、スマートフォン拡大での挽回に注目(10月14日)／ＩＴＣＮ(9422)等,2010/10/14,武藤重雄/森行眞司/石津雄亮,3,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013365500.pdf
14,ＮＴＴドコモ（9437）,ＮＴＴドコモ：既存のビジネスモデルからの脱却に本腰(10月14日)／NTTドコモ(9437),2010/10/14,森行眞司,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013365600.pdf
15,ソフトバンク（9984）,ソフトバンク：経営のフレキシビリティが最大のアドバンテージ(10月14日)／ソフトバンク(9984),2010/10/14,森行眞司,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013366800.pdf
16,ティーガイア（3738）,ティーガイア：収益拡大続く業界最大手、バリュエーションは他社比高水準(10月14日)／ティーガイア(3738)等,2010/10/14,武藤重雄/森行眞司/石津雄亮,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013367900.pdf
17,日本電信電話（9432）,日本電信電話：規制環境は不透明だが、収益面では復調の兆し(10月14日)／ＮＴＴ(9432),2010/10/14,森行眞司,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013368000.pdf
18,ＫＤＤＩ（9433）,ＫＤＤＩ：周波数再編対策費による利益伸び悩みが当面の足かせ(10月14日)／ＫＤＤＩ(9433),2010/10/14,森行眞司,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013369900.pdf
19,ＮＥＣモバイリング（9430）,ＮＥＣモバイリング：メーカー系技術力を活かした差別的競争力が結実(10月14日)／NECモバイリ(9430)等,2010/10/14,武藤重雄/森行眞司/石津雄亮,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013372200.pdf
20,光通信（9435）,光通信：利益拡大への転換局面。事業整理進展と成長への萌芽を評価(10月14日)／光通信(9435)等,2010/10/14,武藤重雄/森行眞司/石津雄亮,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013374300.pdf
21,日産自動車（7201）,日産自動車：11/3期上期は計画大幅に上回る予想、販売モメンタム継続を評価(10月20日)／日産自(7201),2010/10/20,野口正太郎,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013387400.pdf
22,マツダ（7261）,マツダ：11/3期上期は計画並みの予想、円高吸収するコスト削減は評価(10月20日)／マツダ(7261),2010/10/20,野口正太郎,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013393900.pdf
23,日野自動車（7205）,日野自動車：11/3期上期は計画上回る予想、国内下げ止まり・海外成長に期待(10月20日)／日野自(7205),2010/10/20,野口正太郎,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013394800.pdf
24,トヨタ自動車（7203）,トヨタ自動車：11/3期上期は計画大幅に上回る予想、収益回復の遅れ挽回を待つ(10月20日)／トヨタ(7203),2010/10/20,野口正太郎,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013395700.pdf
25,ホンダ（7267）,ホンダ：11/3期上期は会社計画を上回ると予想、収益力の大幅改善を評価(10月20日)／ホンダ(7267),2010/10/20,野口正太郎,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013396100.pdf
26,いすゞ自動車（7202）,いすゞ自動車：11/3期上期は計画大幅に上回る予想、「短・中期事業方針」に期待(10月20日)／いすゞ(7202),2010/10/20,野口正太郎,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013397600.pdf
27,ヤマハ発動機（7272）,ヤマハ発動機：10/12期3Qも計画上回る予想だが今後の構造改革の実施が焦点(10月20日)／ヤマハ発(7272),2010/10/20,野口正太郎,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013398500.pdf
28,スズキ（7269）,スズキ：11/3期上期は計画を大幅に上回る予想、収益の回復水準に注目(10月20日)／スズキ(7269),2010/10/20,野口正太郎,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013400000.pdf
29,富士重工業（7270）,富士重工業：11/3期上期は計画を大幅に上回る予想、モメンタム継続に注目(10月20日)／富士重(7270),2010/10/20,野口正太郎,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013400700.pdf
30,ダイハツ工業（7262）,ダイハツ工業：11/3期は過去最高益更新を予想、今後の海外展開などにも注目(10月20日)／ダイハツ(7262)等,2010/10/20,野口正太郎,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013401400.pdf
31,新日本製鐵（5401）,新日本製鐵：海外ビジネスでの成長ポテンシャルは大きい。投資評価「 1 」(10月20日)／新日鉄(5401),2010/10/20,原田一裕/小村彰啓,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013404900.pdf
32,ＪＦＥホールディングス（5411）,JFEホールディングス：「脱韓国」戦略で海外ビジネスを強化。投資評価「 1 」(10月20日)／ＪＦＥHD(5411),2010/10/20,原田一裕/小村彰啓,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013405700.pdf
33,住友金属工業（5405）,住友金属工業：シームレスパイプの回復待ち。投資評価「2」(10月20日)／住金(5405),2010/10/20,原田一裕/小村彰啓,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013460300.pdf
34,神戸製鋼所（5406）,神戸製鋼所：オンリーワン技術での新規市場開拓余地大きい。投資評価「1」(10月20日)／神戸鋼(5406),2010/10/20,原田一裕/小村彰啓,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013461200.pdf
35,ＫＤＤＩ（9433）,KDDI：利益進捗度は概ね妥当水準。自社株買い発表はポジティブ(10月22日)／ＫＤＤＩ(9433),2010/10/22,森行眞司,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013462600.pdf
36,ＪＦＥホールディングス（5411）,JFEホールディングス：2Q決算にネガティブな印象はない(10月22日)／ＪＦＥHD(5411),2010/10/22,原田一裕/小村彰啓,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013463600.pdf
37,国際石油開発帝石（1605）,国際石油開発帝石：LNG事業の新規開発で長期的な成長ステージへ(10月25日)／国際帝石(1605),2010/10/25,塩田英俊/中村正謙,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013464500.pdf
38,石油資源開発（1662）,石油資源開発：追加開発を目指すカナダ・オイルサンド事業(10月25日)／石油資源(1662)等,2010/10/25,塩田英俊/中村正謙,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013465000.pdf
39,昭和シェル石油（5002）,昭和シェル石油：太陽電池新工場の立ち上がりによる収益改善に期待(10月25日)／昭和シェル(5002)等,2010/10/25,塩田英俊/中村正謙,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013466800.pdf
40,コスモ石油（5007）,コスモ石油：新分解装置が稼働し固定費増だが合理化も加速(10月25日)／コスモ石(5007),2010/10/25,塩田英俊/中村正謙,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013467600.pdf
41,東燃ゼネラル石油（5012）,東燃ゼネラル石油：経産省の装置規制はネガティブだが影響は限定的とみる(10月25日)／東ゼネ石(5012),2010/10/25,塩田英俊/中村正謙,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013468400.pdf
42,ＡＯＣホールディングス（5017）,AOCホールディングス：待たれる新規石油開発案件(10月25日)／ＡＯＣHD(5017),2010/10/25,塩田英俊/中村正謙,3,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013469000.pdf
43,出光興産（5019）,出光興産：中期的には戦略投資額の半分を資源事業に投入へ(10月25日)／出光興産(5019),2010/10/25,塩田英俊/中村正謙,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013470600.pdf
44,ＪＸホールディングス（5020）,JXホールディングス：統合による合理化と石油・銅の資源開発を加速(10月25日)／ＪＸ(5020),2010/10/25,塩田英俊/中村正謙,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013472400.pdf
45,富士重工業（7270）,富士重工業：11/3期上期業績予想を上方修正(10月26日)／富士重(7270),2010/10/26,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013477000.pdf
46,ＮＥＣモバイリング（9430）,NECモバイリング：二桁増益の好決算、通期利益の上方修正もポジティブ(10月27日)／NECモバイリ(9430)等,2010/10/27,武藤重雄/森行眞司,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013478200.pdf
47,新日本製鐵（5401）,新日本製鐵：2Q決算にサプライズなし(10月27日)／新日鉄(5401)等,2010/10/27,原田一裕/小村彰啓,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013479700.pdf
48,三菱製紙（3864）,三菱製紙：今期は営業増益を確保できるが、株価の反応は限定的とみる(10月27日)／三菱紙(3864),2010/10/27,岡芹弘幸,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013488400.pdf
49,北越紀州製紙（3865）,北越紀州製紙：財務体質の改善は一段と進むが、株価の反応は鈍いとみる(10月27日)／北越紀州(3865),2010/10/27,岡芹弘幸,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013489300.pdf
50,日本製紙グループ本社（3893）,日本製紙グループ本社：印刷用紙の市況弱含みを主因に、低調な株価推移が続くとみる(10月27日)／日本紙(3893),2010/10/27,岡芹弘幸,3,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013490000.pdf
51,レンゴー（3941）,レンゴー：カタリストに欠けるが、高水準のEBITDAを確保できる見込み(10月27日)／レンゴー(3941),2010/10/27,岡芹弘幸,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013490800.pdf
52,王子製紙（3861）,王子製紙：南通の将来性に期待するが、当面は横ばい圏の営業利益を予想(10月27日)／王子製紙(3861)等,2010/10/27,岡芹弘幸,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013493100.pdf
53,ＩＴＣネットワーク（9422）,ＩＴＣネットワーク：サプライズなし。スマートフォン拡販で今後は利益改善へ(10月28日)／ＩＴＣＮ(9422),2010/10/28,武藤重雄/森行眞司,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013496800.pdf
54,日野自動車（7205）,日野自動車：11/3期上期決算はポジティブ、今後の海外拠点拡大等に注目(10月28日)／日野自(7205),2010/10/28,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013496900.pdf
55,住友金属工業（5405）,住友金属工業：2Q決算はややネガティブな印象(10月28日)／住金(5405),2010/10/28,原田一裕/小村彰啓,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013497400.pdf
56,神戸製鋼所（5406）,神戸製鋼所：会社計画はまだ上振れ余地がある(10月28日)／神戸鋼(5406),2010/10/28,原田一裕/小村彰啓,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013498500.pdf
57,日本郵船（9101）,日本郵船：予想ROEの相対優位、配当利回りの魅力に変化なし(10月29日)／郵船(9101)等,2010/10/29,板?ｱ王亮/星川織乃,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013499600.pdf
58,商船三井（9104）,商船三井：同業他社との比較で特段の優位性を見出しにくい(10月29日)／商船三井(9104)等,2010/10/29,板?ｱ王亮/星川織乃,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013501100.pdf
59,川崎汽船（9107）,川崎汽船：来期の業績悪化リスクが相対的に大きい(10月29日)／川崎船(9107)等,2010/10/29,板?ｱ王亮/星川織乃,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013501800.pdf
60,双日（2768）,双日：注目の機械部門の回復は想定以上。ポジティブな印象(10月29日)／双日(2768),2010/10/29,村上貴史/柴山友希,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013502700.pdf
61,丸紅（8002）,丸紅：わずかながらではあるが、実質的に上方修正(10月29日)／丸紅(8002),2010/10/29,村上貴史/柴山友希,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013503200.pdf
62,豊田通商（8015）,豊田通商：上期業績は好調に推移。下期の減速は想定内(10月29日)／豊通商(8015),2010/10/29,村上貴史/柴山友希,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013503800.pdf
63,住友商事（8053）,住友商事：予想通りの業績好調、増配なれど目線が高かった(10月29日)／住友商(8053),2010/10/29,村上貴史/柴山友希,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013504700.pdf
64,三菱商事（8058）,"三菱商事：当期純利益計画4,000億円は保守的と判断(10月29日)／三菱商(8058)",2010/10/29,村上貴史/柴山友希,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013505300.pdf
65,ＮＴＴドコモ（9437）,ＮＴＴドコモ：着々と進む既存のビジネスモデルからの脱却(10月29日)／NTTドコモ(9437),2010/10/29,森行眞司,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013505400.pdf
66,ソフトバンク（9984）,ソフトバンク：ARPU拡大と加入者増を背景とした業績拡大は未だ衰えず(10月29日)／ソフトバンク(9984),2010/10/29,森行眞司,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013507100.pdf
67,マツダ（7261）,マツダ：11/3期上期計画達成はポジティブ、下期黒字計画も評価したい(10月29日)／マツダ(7261),2010/10/29,野口正太郎,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013543200.pdf
68,ダイハツ工業（7262）,ダイハツ工業：収益力強化と生産稼働の拡大による利益成長は続こう(10月29日)／ダイハツ(7262)等,2010/10/29,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013550800.pdf
69,ホンダ（7267）,ホンダ：11/3期上期はポジティブ、北米改善と構造強化で収益水準回復中(10月29日)／ホンダ(7267),2010/10/29,野口正太郎,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013556800.pdf
70,ダイハツ工業（7262）,ダイハツ工業：収益力強化と生産稼働の拡大による利益成長は続こう(10月29日)／ダイハツ(7262)等,2010/10/29,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013556900.pdf
71,昭和シェル石油（5002）,昭和シェル石油：石油製品マージンの改善で通期会社予想を上方修正(10月29日)／昭和シェル(5002),2010/10/29,塩田英俊/中村正謙,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013559000.pdf
72,王子製紙（3861）,王子製紙：上期にサプライズはなく、通期の営業利益計画据え置きは妥当(11月1日)／王子製紙(3861),2010/11/1,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013559800.pdf
73,伊藤忠商事（8001）,伊藤忠商事：会社計画据え置き。利益バッファーは残されたまま(11月1日)／伊藤忠(8001),2010/11/1,村上貴史/柴山友希,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013559900.pdf
74,出光興産（5019）,出光興産：石油製品マージンの改善が確認された2Q決算(11月2日)／出光興産(5019),2010/11/2,塩田英俊/中村正謙,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013561000.pdf
75,日本製紙グループ本社（3893）,日本製紙グループ本社：会社修正後の営業利益は株式市場にネガティブな印象を与え得る(11月2日)／日本紙(3893)等,2010/11/2,岡芹弘幸,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013561400.pdf
76,三井物産（8031）,三井物産：実質上方修正も依然保守的な印象(11月2日)／三井物(8031),2010/11/2,村上貴史/柴山友希,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013572700.pdf
77,スズキ（7269）,スズキ：11/3期上期は計画上回る決算、今後のアジアの利益成長に注目(11月2日)／スズキ(7269),2010/11/2,野口正太郎,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013581600.pdf
78,富士重工業（7270）,富士重工業：11/3期上期決算はポジティブ、下期は販売モメンタム継続に注目(11月2日)／富士重(7270),2010/11/2,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013581700.pdf
79,コスモ石油（5007）,コスモ石油：石油製品マージンの改善で通期会社予想が上方修正(11月4日)／コスモ石(5007),2010/11/4,塩田英俊/中村正謙,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013606800.pdf
80,国際石油開発帝石（1605）,国際石油開発帝石：円高影響とイラン減損は探鉱費の予算未達でほぼ相殺へ(11月4日)／国際帝石(1605),2010/11/4,塩田英俊/中村正謙,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013607600.pdf
81,レンゴー（3941）,レンゴー：通期会社計画を上方修正したことに加え、年間2円増配を発表(11月4日)／レンゴー(3941)等,2010/11/4,岡芹弘幸,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013609200.pdf
82,鹿島（1812）,鹿島：海外工事の損失発生リスクの一掃に期待(11月4日)／鹿島(1812),2010/11/4,川嶋宏樹,3,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013609300.pdf
83,戸田建設（1860）,戸田建設：資本効率の向上が求められる(11月4日)／戸田建(1860)等,2010/11/4,川嶋宏樹,3,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013610700.pdf
84,大成建設（1801）,大成建設：高い収益性に基づいた割安感から、投資評価「1」とする(11月4日)／大成建(1801),2010/11/4,川嶋宏樹,1,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013621200.pdf
85,大林組（1802）,大林組：受注高確保による利益成長、資産効率の向上に期待(11月4日)／大林組(1802),2010/11/4,川嶋宏樹,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013621300.pdf
86,清水建設（1803）,清水建設：投資評価「2」でカバレッジ開始、民需回復時の恩恵は大きい(11月4日)／清水建(1803),2010/11/4,川嶋宏樹,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013629000.pdf
87,長谷工コーポレーション（1808）,長谷工コーポレーション：高収益性は評価できる一方、財務上の課題が残る(11月4日)／長谷工(1808),2010/11/4,川嶋宏樹,2,新規格付,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013634500.pdf
88,ヤマハ発動機（7272）,ヤマハ発動機：10/12期3Qはサプライズのない水準、欧米販売の下げ止まり待ち(11月4日)／ヤマハ発(7272),2010/11/4,野口正太郎,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013736500.pdf
89,日産自動車（7201）,日産自動車：11/3期上期はポジティブ、新車攻勢によるモメンタム継続に注目(11月4日)／日産自(7201),2010/11/4,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013737200.pdf
90,トヨタ自動車（7203）,トヨタ自動車：11/3期上期は会社計画上回る。収益改善の遅れ挽回が待たれる(11月5日)／トヨタ(7203),2010/11/5,野口正太郎,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013738000.pdf
91,三菱製紙（3864）,三菱製紙：通期は営業増益ながら会社計画の達成は難しいとみる(11月5日)／三菱紙(3864),2010/11/5,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013738100.pdf
92,いすゞ自動車（7202）,いすゞ自動車：11/3期上期はポジティブ。「中期事業方針」での成長戦略に期待(11月8日)／いすゞ(7202),2010/11/8,野口正太郎,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013739200.pdf
93,ＪＸホールディングス（5020）,ＪＸホールディングス：石油製品マージンの改善で通期会社予想は実質上方修正(11月5日)／ＪＸ(5020),2010/11/5,塩田英俊/中村正謙,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013739300.pdf
94,光通信（9435）,光通信：中間期営業損益計画を上方修正、ポジティブ(11月9日)／光通信(9435),2010/11/9,武藤重雄/森行眞司,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013739900.pdf
95,日本電信電話（9432）,日本電信電話：業績好転は好感されるものの、不透明な規制環境が当面の課題(11月9日)／ＮＴＴ(9432)等,2010/11/9,森行眞司,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013741600.pdf
96,大林組（1802）,大林組：会社側の通期営業利益計画を上回ると弊社では予想(11月9日)／大林組(1802)等,2010/11/9,川嶋宏樹/新川淳之介,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013741700.pdf
97,ＡＯＣホールディングス（5017）,ＡＯＣホールディングス：石油製品マージンの改善で11/3期2Qは実質黒字化(11月9日)／ＡＯＣHD(5017),2010/11/9,塩田英俊/中村正謙,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111013743300.pdf
98,北越紀州製紙（3865）,北越紀州製紙：通期営業利益計画の増額に加え、自己株式取得を発表(11月10日)／北越紀州(3865),2010/11/10,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111114203300.pdf
99,清水建設（1803）,清水建設：上期決算は順調な進捗(11月10日)／清水建(1803),2010/11/10,川嶋宏樹/新川淳之介,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111114203800.pdf
100,石油資源開発（1662）,石油資源開発：国産原油・天然ガスの数量見通しを下方修正(11月10日)／石油資源(1662),2010/11/10,塩田英俊/中村正謙,2,格下げ,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111114210100.pdf
101,光通信（9435）,光通信：携帯電話販売拡大、ISP順調、保険の利益改善。ポジティブ3拍子／光通信(9435),2010/11/11,武藤重雄/森行眞司,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111114572300.pdf
102,ティーガイア（3738）,ティーガイア：M＆A後のコストシナジーが発現。下期以降の増益を支えよう／ティーガイア(3738),2010/11/11,武藤重雄/森行眞司,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111114803600.pdf
103,戸田建設（1860）,戸田建設：上期決算は順調だが、工事損失引当金増加が懸念材料(11月11日)／戸田建(1860),2010/11/11,川嶋宏樹/新川淳之介,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215134000.pdf
104,大成建設（1801）,大成建設：会社側の通期営業利益の増額修正で堅調な業績推移を確認(11月11日)／大成建(1801),2010/11/11,川嶋宏樹/新川淳之介,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215134100.pdf
105,鹿島（1812）,鹿島：国内建設事業は好調だが、海外工事などの懸念材料が残る(11月11日)／鹿島(1812),2010/11/11,川嶋宏樹/新川淳之介,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215134900.pdf
106,長谷工コーポレーション（1808）,長谷工コーポレーション：サプライズない決算、今後の受注増加を予想／長谷工(1808),2010/11/12,川嶋宏樹/新川淳之介,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215136300.pdf
107,日本郵船（9101）,日本郵船：製品輸送の環境悪化は緩やかに。目標株価を470 円に引き上げ／郵船(9101),2010/11/12,板?ｱ王亮/星川織乃,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215591600.pdf
108,商船三井（9104）,商船三井：目標株価680円に引き上げ。ドライ市況上昇なら更に上値余地も／商船三井(9104),2010/11/12,板?ｱ王亮/星川織乃,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215592200.pdf
109,川崎汽船（9107）,川崎汽船：コンテナリスク緩和により目標株価を420円に引き上げ／川崎船(9107),2010/11/12,板?ｱ王亮/星川織乃,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/0/2010111215593100.pdf
